"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDJ40","OUT018",1513.69973996667
"FDS20","OUT018",2228.9229617
"FDU45","OUT013",2353.66769356667
"FDV02","OUT035",2698.41194266667
"FDN09","OUT046",3747.10553306667
"NCM55","OUT027",4144.14288358462
"FDN23","OUT018",2528.14624286667
"FDY31","OUT010",376.412471266667
"FDW03","OUT010",256.284507566667
"FDD14","OUT046",3088.74651386667
"FDV23","OUT017",1622.8039421
"DRI03","OUT045",2780.33841073333
"FDN13","OUT035",1287.0103753
"FDF45","OUT027",1857.84661851111
"FDU46","OUT035",1434.3522482
"FDB57","OUT049",3305.2246149
"FDV12","OUT049",2039.90988743333
"FDQ58","OUT013",2020.74649893333
"NCA18","OUT017",1785.1179925
"FDH52","OUT049",908.6592054
"FDM24","OUT018",2327.3861263
"NCP43","OUT027",3906.35057836667
"NCO18","OUT019",390.951545866666
"FDM32","OUT017",1234.5523262
"NCL07","OUT017",580.789879233334
"FDK03","OUT013",4707.01302896667
"FDP59","OUT017",1883.1683611
"FDQ24","OUT049",3141.66074693333
"FDQ16","OUT018",1498.35504736667
"FDU44","OUT013",2489.97493016667
"FDH28","OUT010",94.3314317333333
"FDV28","OUT019",96.2978720333333
"FDM22","OUT045",972.0526866
"FDR56","OUT046",2842.0944678
"FDV39","OUT049",3161.37930166667
"FDU37","OUT019",248.645895133333
"FDQ11","OUT010",670.159103566666
"FDX02","OUT045",4173.4867382
"NCS42","OUT018",1476.34114713333
"FDY57","OUT027",2605.9538502
"FDB21","OUT049",3308.32247133333
"FDE28","OUT017",3497.074552
"FDQ55","OUT017",2412.17165053333
"FDA48","OUT049",3666.10474893333
"FDZ19","OUT045",2489.21270013333
"NCC43","OUT045",2834.98142124167
"NCV18","OUT046",1775.98909773333
"NCA42","OUT018",2811.99453753333
"FDY45","OUT046",3632.29631266667
"NCC30","OUT045",2773.78294393333
"FDM57","OUT013",1354.13954933333
"FDL09","OUT010",446.795853766667
"FDB09","OUT027",3740.6548188
"FDT44","OUT035",1827.6879129
"NCT06","OUT027",4319.42216408333
"FDX26","OUT049",3548.89387696667
"FDK32","OUT013",2659.4495486
"DRA12","OUT046",2311.01654556667
"FDO46","OUT010",467.007322433333
"FDE52","OUT013",1339.93270893333
"NCH42","OUT045",3395.73768363333
"FDV08","OUT035",763.3586753
"FDB47","OUT018",2638.6872414
"FDC28","OUT010",213.716695533333
"FDD22","OUT046",1802.62431576667
"FDS07","OUT027",3618.73013831667
"DRI13","OUT045",3217.82049926667
"FDG32","OUT018",3549.90700263333
"FDU14","OUT017",3452.6400587
"FDD28","OUT019",176.239701266667
"NCP41","OUT017",1693.20252703333
"FDS08","OUT049",2538.95694843333
"FDX47","OUT045",2422.08829766667
"FDC53","OUT019",169.14649
"FDQ19","OUT035",3552.82620273333
"FDL14","OUT045",2400.31796926667
"FDM33","OUT019",467.5756937
"FDA51","OUT045",2041.33103753333
"FDZ27","OUT018",604.024967633333
"FDT04","OUT046",584.741291266667
"DRC13","OUT049",2184.4089053
"FDR16","OUT027",5695.662667
"FDQ03","OUT027",6241.92837496666
"FDE38","OUT035",3038.22838403333
"DRH23","OUT027",2043.61667195045
"FDT11","OUT019",503.0804774
"FDD09","OUT035",2682.4169854
"FDR40","OUT045",1518.2693473
"FDX07","OUT017",3072.1220427
"FDR07","OUT035",1912.6260163
"FDA51","OUT017",1942.6436093
"FDT59","OUT019",541.210621466667
"FDF20","OUT017",3175.02797973333
"FDR13","OUT045",1650.2805094
"FDY26","OUT049",4165.913929
"FDW04","OUT017",1835.99454466667
"FDK52","OUT017",4305.17321183333
"FDN60","OUT049",2950.42001683333
"FDM09","OUT019",460.693541033334
"FDP46","OUT049",1507.1125367
"FDB50","OUT019",268.3550177
"NCQ29","OUT049",3514.53504603333
"FDP16","OUT027",5965.67497186667
"FDX33","OUT018",2362.94328626667
"FDP07","OUT010",568.5669009
"FDN22","OUT046",3267.06573046667
"FDF39","OUT049",4113.758486
"FDS21","OUT017",960.489294133333
"NCM42","OUT013",1713.94918793333
"FDK50","OUT019",356.4343655
"DRF13","OUT027",3299.4867505
"FDH35","OUT018",2140.39541953333
"FDP60","OUT018",1447.62208606667
"DRJ49","OUT027",2491.13120283333
"NCT42","OUT019",385.623925233333
"FDE38","OUT049",2448.04517646667
"FDI04","OUT049",3492.850051
"NCH54","OUT045",2629.57854256667
"FDT56","OUT049",780.5183387
"DRD15","OUT018",2754.92748793333
"FDV58","OUT013",2878.60716173333
"FDP21","OUT049",3744.21296496667
"FDH05","OUT013",3814.34534086667
"FDR10","OUT027",4490.6984928
"NCP06","OUT045",2205.88372946667
"FDF33","OUT049",2210.02292880476
"DRK37","OUT013",3603.5845754
"DRH49","OUT045",1029.59633803333
"FDT58","OUT013",2503.85464083333
"FDD41","OUT018",1581.00646066667
"FDP40","OUT018",1934.65922473333
"FDM51","OUT027",2552.20119388246
"FDO45","OUT010",169.301637252381
"FDW33","OUT010",262.149317833333
"FDY24","OUT045",989.104601366667
"FDB10","OUT010",500.8899954
"FDM40","OUT035",2272.66480106667
"NCI06","OUT017",3762.3542395
"FDW12","OUT019",321.671504933333
"FDX48","OUT027",3807.14870866667
"NCW05","OUT027",2441.24081143333
"FDX27","OUT017",1392.04176786667
"DRM37","OUT045",3451.7578737
"FDA38","OUT045",3095.32162176667
"FDR36","OUT046",725.063634766666
"FDZ45","OUT046",3122.79430523333
"FDG05","OUT017",2580.83199556667
"FDK28","OUT013",5536.097039
"FDV47","OUT045",1372.2001511
"FDN21","OUT045",2710.8066974
"FDP20","OUT027",3768.8201562
"FDI35","OUT045",3440.012163
"DRY23","OUT013",652.580097133334
"FDA56","OUT017",2274.04611413333
"FDB09","OUT013",1643.38034842857
"NCO26","OUT027",2519.93626306667
"FDQ49","OUT018",2416.51632843333
"FDI52","OUT027",3030.8427756
"FDZ44","OUT027",3822.75605936667
"FDZ09","OUT018",2518.01853713333
"FDY03","OUT049",1967.88253376667
"NCG42","OUT017",2016.84346836667
"DRI13","OUT027",6486.54928716666
"FDQ32","OUT013",2137.9567051
"FDW16","OUT035",1249.1626414
"FDU27","OUT046",904.8238645
"FDR28","OUT010",421.302815633333
"FDQ49","OUT010",458.3743377
"FDS37","OUT046",1721.21473043333
"FDW26","OUT018",3956.36092473333
"FDX12","OUT018",3159.84041593333
"NCP06","OUT013",2402.71251896667
"FDW45","OUT010",348.3592102
"NCN30","OUT049",1330.67032126667
"FDN24","OUT049",902.435196033334
"NCL41","OUT027",1332.24926596667
"FDR02","OUT019",243.777121666667
"FDD09","OUT010",478.7454874
"FDS33","OUT010",360.189255566667
"FDU22","OUT045",1606.02955496667
"FDI53","OUT013",2126.52902486667
"DRH01","OUT049",2890.2517818
"FDX32","OUT013",2183.91210753333
"NCP30","OUT018",528.582170933334
"FDB60","OUT045",2560.02108496667
"FDB14","OUT049",1538.79285423333
"NCP02","OUT035",827.293895766667
"FDJ10","OUT017",2387.61483816667
"FDG34","OUT046",2159.7390179
"NCB18","OUT017",1632.36693846667
"FDM16","OUT049",1195.25237153333
"FDW25","OUT018",1338.64960136667
"FDB35","OUT010",200.961521066667
"DRN11","OUT013",2216.07490813333
"FDF41","OUT019",624.954945466667
"FDH16","OUT045",1265.92360156667
"NCQ50","OUT018",3303.10093483333
"DRH23","OUT018",793.209041533333
"DRJ37","OUT013",2417.4805178
"DRJ24","OUT027",4795.24184886667
"FDY16","OUT035",3059.59756793333
"FDQ27","OUT045",1670.87825303333
"FDZ33","OUT045",2050.6027464
"FDF29","OUT045",1819.068799
"FDA08","OUT049",2846.0356709
"FDG31","OUT046",1104.6657319
"FDE34","OUT019",675.4627554
"NCR30","OUT027",1922.2781189
"FDV33","OUT035",4452.11782406667
"DRZ24","OUT018",1898.79091423333
"NCL54","OUT035",2987.18210835
"FDR12","OUT049",3041.364413
"NCC54","OUT046",4491.49467863333
"DRN59","OUT013",652.069317566667
"FDX50","OUT019",197.904500366667
"FDV31","OUT027",4813.87736893333
"NCA29","OUT027",4266.8112584
"FDW60","OUT049",3387.24662526667
"FDX08","OUT017",3197.8157615
"DRD49","OUT013",3987.50194426667
"FDD33","OUT046",3789.03894866667
"FDW35","OUT013",742.933706766667
"FDJ36","OUT017",1815.9681684
"FDV51","OUT035",2977.09063323333
"FDW36","OUT046",1678.97970743333
"FDH35","OUT046",2146.37119646667
"NCS30","OUT027",3884.25778083333
"FDN49","OUT017",649.773639166667
"FDL08","OUT018",2945.7085941
"FDI09","OUT013",3524.15552313333
"FDP19","OUT018",1518.4591003
"FDU21","OUT010",78.0354219
"NCP41","OUT045",1426.41901926667
"FDY10","OUT013",1822.00752923333
"FDP12","OUT018",506.817723766667
"NCN26","OUT049",2303.53206583333
"FDK44","OUT013",2724.53405083333
"FDC28","OUT049",1604.77163683333
"FDJ41","OUT027",6247.8889177619
"NCT29","OUT035",1844.41758046667
"NCH42","OUT019",442.235313995238
"FDU60","OUT018",2689.2164679
"FDS02","OUT045",3136.0484968
"FDC51","OUT046",2146.69510816667
"FDU03","OUT013",3396.54705864762
"FDX39","OUT045",3444.47313396667
"NCY05","OUT010",88.4316669666667
"NCL06","OUT027",5700.17934323333
"FDD32","OUT035",1627.1832416
"NCN41","OUT045",1599.0681721
"NCX53","OUT049",2376.34761573333
"FDU57","OUT019",362.489594566667
"FDQ23","OUT046",2116.2423039
"FDQ52","OUT045",4306.42081006667
"FDC14","OUT045",659.214128333333
"FDY09","OUT035",3311.45506033333
"FDQ28","OUT045",2307.63838733333
"FDV25","OUT046",4428.9485389
"FDJ07","OUT035",2067.22599693333
"DRB25","OUT049",1594.73625536667
"FDK52","OUT019",611.5649307
"FDY52","OUT027",1515.23013525045
"FDB28","OUT046",3326.82804943333
"FDT36","OUT035",642.818692366666
"FDV25","OUT017",4671.56960983334
"NCN07","OUT027",3263.46552793333
"FDC57","OUT017",3025.49018746667
"FDQ03","OUT018",3568.88918256667
"FDU23","OUT017",3173.6462228
"NCX41","OUT035",3257.0792853
"NCD06","OUT035",784.621886033333
"FDW08","OUT045",1616.91882493333
"NCU29","OUT017",2613.06980963333
"NCE06","OUT013",2255.643846
"FDV52","OUT010",205.1060151
"FDB02","OUT017",3021.79899226667
"NCR18","OUT045",664.695881666667
"FDK16","OUT049",1689.15668236667
"NCQ29","OUT010",575.276389433333
"FDZ01","OUT019",225.468620366667
"FDW27","OUT035",2353.24058286667
"FDD17","OUT018",3854.83671292857
"FDW39","OUT013",2312.45345293333
"DRH59","OUT045",1033.41292556667
"FDS52","OUT013",1569.4999941
"FDU40","OUT027",5154.50960552857
"NCF54","OUT013",2779.12654376667
"FDH46","OUT045",1481.5850989
"NCP14","OUT049",1959.45816636667
"FDH50","OUT049",3498.3502248
"DRF15","OUT010",298.518198966667
"FDV27","OUT027",2748.68860903333
"NCJ06","OUT049",1978.70677726667
"FDN02","OUT018",2890.78752886667
"FDQ51","OUT049",901.178831433333
"FDQ07","OUT017",4378.82467363333
"FDS45","OUT049",2060.03857496667
"NCJ06","OUT045",1709.71270253333
"FDD36","OUT035",2068.6655675
"FDY25","OUT045",3163.02427153333
"FDU52","OUT046",2356.7742054
"DRK47","OUT017",3488.81674556667
"NCL30","OUT017",1997.70515833333
"FDN22","OUT035",3693.00639793333
"NCF30","OUT027",3994.26558453333
"FDK03","OUT035",4898.99479446667
"FDT45","OUT017",883.7423062
"NCC54","OUT027",5332.86036836666
"FDP08","OUT018",3357.44441856667
