"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"DRC36","OUT045",2712.44208556659
"FDV21","OUT019",22.5237645062079
"FDB53","OUT046",2318.35876477457
"DRP47","OUT019",2042.3832014715
"FDA14","OUT013",2301.32061612852
"DRC24","OUT035",2565.66902636764
"FDW21","OUT018",1397.95791175224
"NCH29","OUT046",1571.51683734458
"FDU58","OUT013",3068.11283583413
"FDY27","OUT017",2890.61694072583
"FDV56","OUT035",1986.70111642498
"FDT59","OUT046",3671.21997695138
"FDB23","OUT046",3649.48124873267
"FDR49","OUT045",706.079817001887
"FDB03","OUT010",1847.38837014657
"FDN39","OUT045",2616.30707592789
"FDX02","OUT027",4933.20756237039
"FDQ16","OUT027",3161.29594558306
"FDU35","OUT018",1332.1417459091
"NCT29","OUT013",1977.61127286565
"FDZ27","OUT046",775.51209926234
"FDN57","OUT017",2339.85582354663
"FDA03","OUT018",2049.27014766037
"FDZ36","OUT045",2917.4959245799
"NCU05","OUT013",1341.42480638025
"FDT39","OUT018",2188.30857172725
"FDK60","OUT017",1711.03499270944
"FDZ25","OUT017",2881.78739613729
"FDG12","OUT046",2025.59400758539
"DRB01","OUT019",1100.83641223648
"NCC43","OUT027",5357.70213442747
"FDX13","OUT019",2062.27255270229
"FDM22","OUT049",1017.97890449941
"FDJ03","OUT027",2258.82540995281
"FDU14","OUT018",3628.92598024178
"FDB33","OUT010",671.227609832998
"FDP27","OUT046",3001.68061231222
"FDO38","OUT010",-646.289917357206
"FDE28","OUT027",5114.50600200326
"FDO27","OUT035",1683.63624439651
"DRL23","OUT027",3191.90483985481
"FDS28","OUT046",933.110740357627
"FDX24","OUT013",1547.45188662606
"FDZ02","OUT035",1700.29132159307
"FDL46","OUT045",1801.22828113351
"FDS60","OUT027",4300.71149977148
"NCO06","OUT017",620.837886768214
"FDO16","OUT035",1503.90635146732
"FDC60","OUT049",1534.09708828835
"FDA48","OUT018",3191.46783998596
"FDZ36","OUT027",4447.79893567534
"FDK27","OUT045",1881.61761965446
"FDW23","OUT018",374.702454439158
"FDM14","OUT018",1539.18363197131
"FDM14","OUT013",1818.05526405607
"FDW60","OUT018",2605.70395206425
"FDE21","OUT013",1945.1522609275
"NCM42","OUT035",1873.06908073515
"FDY59","OUT010",-378.36470770591
"DRI49","OUT049",1352.21390883441
"FDT28","OUT019",481.639563473626
"FDQ22","OUT018",398.012867814594
"FDR60","OUT049",1323.57870906393
"FDC50","OUT019",-388.252910888244
"FDV24","OUT013",2440.47637977576
"DRF48","OUT010",1049.44004448499
"FDQ47","OUT046",635.411804715067
"DRN36","OUT049",1649.70893297751
"NCY06","OUT035",2163.54122443026
"FDE52","OUT035",1602.49121467495
"NCB54","OUT045",1954.30485175227
"NCF31","OUT035",2538.5302585495
"FDJ08","OUT027",4476.58176057059
"NCC07","OUT017",1786.74259756111
"NCD19","OUT027",2327.77546056389
"FDL46","OUT049",2001.31207757745
"FDM20","OUT045",3859.82047720072
"NCI06","OUT010",913.884083545078
"DRM11","OUT035",4237.12625577254
"NCH07","OUT018",2194.59109793136
"FDS23","OUT013",2081.00826666347
"FDO49","OUT018",604.953661742281
"FDS35","OUT049",1160.05014464406
"DRK39","OUT045",1270.10523217403
"DRI39","OUT049",1040.75533854874
"FDV04","OUT017",2602.5049163577
"NCN14","OUT035",3010.10428065142
"FDH08","OUT013",3729.02939114652
"FDS20","OUT046",2939.86032803499
"FDV40","OUT049",1322.34843717251
"FDZ48","OUT010",-145.525558189564
"FDS24","OUT027",2909.99706463968
"FDK44","OUT049",2880.71541162457
"FDS48","OUT045",2382.20058257855
"FDK26","OUT010",1133.06559527485
"FDD23","OUT045",2986.41164844976
"NCH54","OUT017",2630.05644388987
"NCP14","OUT010",-273.089706662378
"FDM60","OUT010",-1193.82031624361
"FDV24","OUT017",2505.46926170623
"FDH08","OUT018",3384.73540613926
"FDS12","OUT027",3455.87956729744
"FDR39","OUT027",4313.01164066785
"FDP12","OUT027",2125.00068774963
"DRF60","OUT027",5168.31082457116
"FDC09","OUT035",1884.95700263679
"FDF50","OUT018",2884.17698135294
"FDG28","OUT035",4019.54623180757
"NCE19","OUT017",971.14565431661
"NCM53","OUT010",-179.908170112422
"NCN18","OUT049",1829.09718180399
"FDF32","OUT035",3335.25288827384
"FDF11","OUT013",3892.09496115687
"DRI59","OUT049",3672.45120915274
"NCG54","OUT035",2794.59354388358
"FDM44","OUT046",1675.25342449887
"FDT57","OUT018",3461.9506517198
"FDV24","OUT046",2400.24166324187
"FDI50","OUT019",1791.08490118338
"FDS09","OUT035",1019.85392592527
"NCC31","OUT027",3889.51575637671
"FDQ07","OUT019",1622.78664559467
"FDC22","OUT017",3151.44395567111
"FDZ56","OUT046",2736.39135958693
"FDZ40","OUT019",-1021.78710245843
"FDS46","OUT027",3384.47092656799
"DRD24","OUT045",2158.78184173731
"FDV45","OUT017",3101.59386940084
"FDL26","OUT045",2438.2141615661
"FDA56","OUT018",1742.57109470323
"FDN27","OUT046",1911.05477327562
"FDM20","OUT049",4008.56740276412
"FDO16","OUT017",1436.23465909352
"FDL03","OUT035",3303.39205518733
"FDE58","OUT046",1881.05192910707
"FDI02","OUT027",3307.16085360799
"NCC55","OUT019",-1273.28868646581
"FDR03","OUT018",3048.46099670361
"FDB14","OUT017",1661.06033369681
"FDR45","OUT013",3840.93764608887
"NCN07","OUT017",2170.70594258915
"FDM51","OUT019",-187.832497245553
"FDT52","OUT027",5341.04631698836
"FDL26","OUT046",2485.78458159774
"NCZ42","OUT046",3756.02852340008
"DRI47","OUT019",448.511004285811
"FDW40","OUT013",2285.73084560714
"FDN34","OUT046",2741.96589377281
"FDS01","OUT035",3019.81408120872
"NCG55","OUT045",1768.86513271042
"FDC11","OUT035",1554.39422748602
"FDX35","OUT018",3345.47577324721
"NCB06","OUT046",2537.90508915554
"FDR09","OUT019",2176.09682972036
"FDC53","OUT017",1658.0764598152
"FDY45","OUT013",4120.40564735529
"FDA22","OUT010",767.87235845088
"FDE02","OUT035",1688.84161416702
"FDW21","OUT045",1607.76437542244
"FDV34","OUT046",1250.32279527022
"FDS59","OUT049",1907.85165434883
"NCW17","OUT017",2157.52332112061
"NCK54","OUT046",1871.06563507927
"FDG17","OUT019",1987.22429695874
"FDG35","OUT017",2947.12357857197
"FDD08","OUT010",-1230.4638998709
"NCO07","OUT017",3440.53072483259
"FDJ10","OUT010",340.143767073197
"FDW36","OUT017",1782.60904851865
"FDW21","OUT010",-159.064950653546
"FDY19","OUT017",2038.08711076511
"DRE03","OUT013",827.689972365622
"NCC55","OUT049",711.149231711493
"FDH52","OUT010",-847.131725412839
"FDO09","OUT017",4292.79423514772
"FDU43","OUT045",3791.95573882855
"FDX09","OUT010",847.131615282657
"FDH40","OUT019",-547.56516581232
"FDW58","OUT017",1799.39685656402
"FDC47","OUT017",3667.59708537155
"NCR41","OUT035",1680.84887560946
"DRG49","OUT035",3979.98867786755
"FDC52","OUT027",3890.93931705811
"FDY13","OUT046",1255.02621645063
"FDY35","OUT013",838.826814565906
"FDI35","OUT017",3016.93234776125
"NCU18","OUT049",2317.41627395073
"FDY33","OUT018",2268.29281861347
"FDC15","OUT027",3869.369623189
"FDU01","OUT049",3174.9056370057
"NCU42","OUT046",2671.7993427822
"NCV29","OUT018",2548.88896992959
"NCY30","OUT017",2983.19097373973
"FDQ46","OUT049",1873.40099494254
"FDG58","OUT027",3924.26237271726
"FDK33","OUT017",3488.12284487317
"NCD07","OUT045",1756.06184927255
"NCX29","OUT027",3736.20999129702
"NCT42","OUT013",2367.95054649813
"DRN59","OUT035",920.864428803173
"FDI44","OUT035",1449.97788070766
"FDA45","OUT049",2891.73092872265
"FDP31","OUT045",1050.20339933304
"FDY01","OUT046",1881.89465634547
"FDT09","OUT018",1896.69595014567
"DRH03","OUT027",2989.0113859468
"FDA36","OUT018",2704.29421200523
"NCF31","OUT017",2511.26987516816
"FDG14","OUT049",2581.8431898157
"FDG28","OUT027",5352.97606605739
"FDU14","OUT049",4013.36509994699
"FDY47","OUT019",249.218747146312
"FDI56","OUT049",1577.27315828326
"DRD01","OUT013",981.812861678795
"FDM22","OUT046",954.303031632576
"FDH33","OUT013",715.153691312953
"DRZ24","OUT013",1901.98224328984
"NCQ38","OUT046",1688.24371253186
"FDO16","OUT027",2801.91904327327
"FDU07","OUT027",3859.09542030408
"NCB07","OUT013",3072.93072781777
"FDU48","OUT045",2046.99795249174
"NCM43","OUT045",2546.29054151967
"FDR31","OUT010",462.09653894221
"DRK49","OUT018",404.216209138246
"NCI30","OUT010",1911.12366283786
"DRD60","OUT017",2964.19930149243
"NCG19","OUT046",3655.33211961126
"FDH12","OUT035",1826.10386083193
"FDM32","OUT035",1678.78656325835
"FDM27","OUT035",2639.74946216985
"NCU53","OUT027",4081.68738702327
"NCQ18","OUT046",1536.17783305678
"FDS10","OUT013",2879.23658719063
"FDB33","OUT027",4000.68695413301
"FDI12","OUT013",1454.44720518955
"NCW42","OUT013",3499.2917402138
"NCC06","OUT018",1755.02922105647
"FDW02","OUT017",2121.49233035662
"NCD43","OUT017",1759.85440440099
"FDM57","OUT018",1096.44340295307
"FDA58","OUT017",3826.61111403383
"FDK56","OUT046",2950.13470328621
"FDP52","OUT045",3603.77789332673
"FDW20","OUT018",1757.57040260315
"FDS52","OUT049",1705.96706719576
"NCT29","OUT018",1633.24125729062
"NCL54","OUT013",2798.56861466281
"FDC05","OUT045",3074.16970683039
"FDF34","OUT035",3310.97795950143
"FDP03","OUT027",3486.9258777357
"FDD32","OUT010",-479.493123118167
"FDZ10","OUT045",1968.98222846649
"FDZ40","OUT035",1020.22204811883
"FDD51","OUT018",395.343236499919
"NCY30","OUT019",933.297934912649
"FDP58","OUT017",3518.70594686517
"FDV49","OUT017",4314.53774723476
"FDY24","OUT019",-1023.95815849381
"NCO55","OUT017",1793.25301931126
"FDR13","OUT017",2054.78965835555
"FDS51","OUT017",1137.12217035298
"FDP26","OUT045",1543.76355573194
"NCB54","OUT027",3514.25971663697
"FDF32","OUT017",3264.38810468413
"FDN31","OUT018",2750.28583563111
"DRM48","OUT017",678.431159382348
"FDN20","OUT049",2832.45501718906
"DRL01","OUT046",3693.61698294534
"FDV56","OUT049",1913.31032319268
"DRH13","OUT027",3170.46325861678
"FDA03","OUT017",2430.67172465349
"FDF47","OUT027",4998.46030141531
"FDX32","OUT046",2399.00403059784
"FDX57","OUT049",1695.26943308063
"NCA30","OUT045",2894.02532190265
"FDO49","OUT013",916.557538939184
"FDL04","OUT019",-265.37234414156
"DRM48","OUT035",736.959431295129
"FDR16","OUT013",3392.55404389681
"NCC19","OUT018",2726.5297336123
"NCE42","OUT045",3635.60140830408
"FDY24","OUT017",1033.38807032273
"FDH19","OUT049",2896.55776114048
"FDJ46","OUT013",2786.31577424794
"FDN45","OUT010",1593.33370867859
"FDY08","OUT035",2411.51325595317
"FDZ37","OUT035",1634.96313007198
"NCT30","OUT045",674.533305887674
"DRY23","OUT018",429.014576421988
"NCZ30","OUT018",1645.32962794311
"FDC44","OUT018",1538.45373338782
"FDB45","OUT035",1876.06515077662
"FDY04","OUT013",2651.24625496095
"FDM27","OUT046",2550.56372882777
"FDZ43","OUT017",3991.67344365152
"FDT39","OUT019",570.461065429418
"NCC06","OUT019",107.636866789891
"FDL15","OUT027",3903.02709430827
"FDL57","OUT017",4199.93483637495
"FDU08","OUT046",1636.48852745654
"FDK40","OUT017",4264.46229068729
"FDQ12","OUT010",1719.67088171633
"FDS48","OUT017",2530.59580834523
"FDP09","OUT045",3287.92721979305
"FDW21","OUT049",1747.1620423042
"FDY25","OUT035",3060.57951804427
"DRE13","OUT017",1474.2060195641
"FDV43","OUT019",-1159.85051918626
"FDD22","OUT045",1700.5245249129
"FDM46","OUT019",-476.557172181248
"NCO30","OUT010",1008.11212061179
"FDM25","OUT046",2812.87932435587
"NCN41","OUT049",2059.37046740497
"FDU24","OUT045",1456.85576445161
"FDZ50","OUT046",2905.79656935071
"FDP45","OUT013",4045.69231923697
"NCM54","OUT045",1916.29889922596
"FDW10","OUT019",874.921677060686
"FDP20","OUT017",2191.5286917401
"FDK32","OUT046",2488.77010175801
"FDN52","OUT049",1507.52152779599
"FDM58","OUT045",1749.42727291105
"FDZ46","OUT027",3221.30648475009
"NCA18","OUT018",1564.3158347745
"FDD35","OUT046",1987.86857154855
"NCK31","OUT035",955.886067477245
"FDI40","OUT027",3064.9550933914
"FDT50","OUT019",-355.214543880377
"NCT06","OUT046",2594.0726118759
"FDT31","OUT035",3174.30423326812
"FDT45","OUT049",973.436499519672
"FDT13","OUT045",2943.87956988069
"FDO50","OUT045",1429.19335804671
"NCU18","OUT010",293.427321061659
"NCR54","OUT049",3144.4617632734
"NCO18","OUT018",2526.91476036618
"FDU09","OUT045",889.473158994154
"FDT13","OUT018",2743.40308302469
"FDE09","OUT046",1847.67401415274
"NCK53","OUT019",-267.070683140929
"FDG45","OUT049",3496.00251548236
"DRH15","OUT035",877.349386393692
"FDO21","OUT019",1704.45765166134
"FDD14","OUT027",4363.94290540735
"FDC09","OUT046",1741.49802621269
"FDH45","OUT027",2237.26473601831
"FDV32","OUT046",1088.58676994078
"FDG12","OUT035",2122.33416017817
"FDS32","OUT013",2355.85706957901
"NCL55","OUT018",3669.43488891357
"DRE01","OUT035",3928.3700025523
"DRE15","OUT049",1362.42653446234
"NCL42","OUT045",3803.04461813799
"FDP31","OUT013",1125.63503723561
"FDN33","OUT018",1244.09784529255
"FDZ59","OUT046",2648.45825612073
"FDE45","OUT010",957.819024638194
"FDJ07","OUT013",1947.46032912811
"FDQ45","OUT018",2703.23936389754
"FDM33","OUT027",4902.47666812078
"FDO15","OUT010",-611.959748915434
"FDM46","OUT013",1479.68629630872
"FDR03","OUT045",3253.59708724579
"FDY49","OUT018",2457.5617958221
"FDQ60","OUT045",1859.54209798017
"FDW10","OUT049",2886.33585349015
"FDO51","OUT049",895.93116271587
"FDJ40","OUT018",1492.95942088892
"FDS20","OUT018",2649.75473280007
"FDU45","OUT013",1878.13391613328
"FDV02","OUT035",2792.50306174208
"FDN09","OUT046",3830.25685934224
"NCM55","OUT027",4385.86817683918
"FDN23","OUT018",2075.19871043532
"FDY31","OUT010",434.740947020424
"FDW03","OUT010",-144.789022411864
"FDD14","OUT046",2903.10024142869
"FDV23","OUT017",2111.05706075079
"DRI03","OUT045",2727.9202712546
"FDN13","OUT035",1725.16363761525
"FDF45","OUT027",2529.16785995841
"FDU46","OUT035",1609.4359571334
"FDB57","OUT049",3705.26113777677
"FDV12","OUT049",1750.11932087394
"FDQ58","OUT013",2451.57900395194
"NCA18","OUT017",1927.02157987573
"FDH52","OUT049",1128.33146912344
"FDM24","OUT018",2153.5131268961
"NCP43","OUT027",4313.74430246662
"NCO18","OUT019",882.432860581026
"FDM32","OUT017",1631.37093086164
"NCL07","OUT017",739.477586497643
"FDK03","OUT013",4019.69229345385
"FDP59","OUT017",1805.25299801335
"FDQ24","OUT049",4057.64845355781
"FDQ16","OUT018",1466.62486137073
"FDU44","OUT013",2662.0588616734
"FDH28","OUT010",-1272.61871876011
"FDV28","OUT019",-1330.00426231945
"FDM22","OUT045",863.00162645736
"FDR56","OUT046",3169.17647039662
"FDV39","OUT049",3240.00684664024
"FDU37","OUT019",-544.763447983982
"FDQ11","OUT010",2178.79709352662
"FDX02","OUT045",3422.01504477618
"NCS42","OUT018",1176.95291028306
"FDY57","OUT027",2993.13655348866
"FDB21","OUT049",3919.9036732495
"FDE28","OUT017",3730.57484477947
"FDQ55","OUT017",2015.26746057576
"FDA48","OUT049",3603.06250703526
"FDZ19","OUT045",2718.03985644079
"NCC43","OUT045",3865.61458116863
"NCV18","OUT046",1275.07005666806
"NCA42","OUT018",2230.69271735229
"FDY45","OUT046",4056.00255930409
"NCC30","OUT045",2743.6536730214
"FDM57","OUT013",1442.3899023846
"FDL09","OUT010",727.073328623845
"FDB09","OUT027",3481.59032919079
"FDT44","OUT035",2069.15534116504
"NCT06","OUT027",4032.92786173891
"FDX26","OUT049",2952.21004392038
"FDK32","OUT013",2550.79228773216
"DRA12","OUT046",2267.43329531115
"FDO46","OUT010",1124.82601575868
"FDE52","OUT013",1444.74466373075
"NCH42","OUT045",3536.16989411377
"FDV08","OUT035",902.214607816692
"FDB47","OUT018",3043.46043597366
"FDC28","OUT010",-158.785740005496
"FDD22","OUT046",1802.62030968401
"FDS07","OUT027",3320.7319166221
"DRI13","OUT045",3354.21453110457
"FDG32","OUT018",3243.29878104534
"FDU14","OUT017",4022.18055476421
"FDD28","OUT019",-945.16234836789
"NCP41","OUT017",1871.80010014775
"FDS08","OUT049",2907.26296212187
"FDX47","OUT045",2494.30484244445
"FDC53","OUT019",-280.506865238637
"FDQ19","OUT035",4044.30483037854
"FDL14","OUT045",2473.93448198628
"FDM33","OUT019",1573.94982616652
"FDA51","OUT045",1706.26275615923
"FDZ27","OUT018",505.713000783055
"FDT04","OUT046",661.534458423163
"DRC13","OUT049",2124.61885164848
"FDR16","OUT027",4853.41747629001
"FDQ03","OUT027",5224.21955895518
"FDE38","OUT035",2843.24002726912
"DRH23","OUT027",2359.30335195439
"FDT11","OUT019",1144.76775189448
"FDD09","OUT035",3045.00667461831
"FDR40","OUT045",1335.86605432498
"FDX07","OUT017",3112.87845428128
"FDR07","OUT035",1736.84123745706
"FDA51","OUT017",1896.35831015499
"FDT59","OUT019",1774.70339838466
"FDF20","OUT017",3237.13252460172
"FDR13","OUT045",1852.07345746944
"FDY26","OUT049",3433.2688070033
"FDW04","OUT017",2200.60325329679
"FDK52","OUT017",3664.11049449484
"FDN60","OUT049",2590.10762912746
"FDM09","OUT019",831.224795913398
"FDP46","OUT049",1511.51257400727
"FDB50","OUT019",-643.97214029263
"NCQ29","OUT049",4158.42883879585
"FDP16","OUT027",5308.34887424828
"FDX33","OUT018",2299.87868067011
"FDP07","OUT010",1208.96175510835
"FDN22","OUT046",3978.05824099332
"FDF39","OUT049",4298.3205123214
"FDS21","OUT017",1151.93558427076
"NCM42","OUT013",1726.22544436337
"FDK50","OUT019",750.653071929012
"DRF13","OUT027",3783.34495287209
"FDH35","OUT018",2353.66384241576
"FDP60","OUT018",1341.07507634953
"DRJ49","OUT027",3529.53361348042
"NCT42","OUT019",448.871025423505
"FDE38","OUT049",2794.74530590395
"FDI04","OUT049",3255.549532385
"NCH54","OUT045",2399.36724515513
"FDT56","OUT049",1123.75401709656
"DRD15","OUT018",3389.15708424848
"FDV58","OUT013",3084.09819847141
"FDP21","OUT049",3106.83704438561
"FDH05","OUT013",3716.88407895977
"FDR10","OUT027",4028.77892871092
"NCP06","OUT045",2283.08196241511
"FDF33","OUT049",2012.50845656226
"DRK37","OUT013",2996.23340889824
"DRH49","OUT045",1289.7264212665
"FDT58","OUT013",2674.62251255627
"FDD41","OUT018",1408.11523405216
"FDP40","OUT018",1518.17903629216
"FDM51","OUT027",3147.32811529897
"FDO45","OUT010",-472.281281884588
"FDW33","OUT010",-237.468995974883
"FDY24","OUT045",868.465164632409
"FDB10","OUT010",1825.74626101506
"FDM40","OUT035",2346.04435102383
"NCI06","OUT017",2940.07596190643
"FDW12","OUT019",447.915273877112
"FDX48","OUT027",3970.26160024003
"NCW05","OUT027",3133.11920786835
"FDX27","OUT017",1621.36921601217
"DRM37","OUT045",3035.93810127214
"FDA38","OUT045",3707.64353806211
"FDR36","OUT046",700.02895140367
"FDZ45","OUT046",3140.42968426598
"FDG05","OUT017",2636.56899639431
"FDK28","OUT013",4082.34831639122
"FDV47","OUT045",1334.46123311078
"FDN21","OUT045",2472.65008858052
"FDP20","OUT027",3522.86198588651
"FDI35","OUT045",2842.25233805188
"DRY23","OUT013",759.446058299899
"FDA56","OUT017",2119.31783743701
"FDB09","OUT013",2037.43209835622
"NCO26","OUT027",3289.11693875273
"FDQ49","OUT018",2277.77738108914
"FDI52","OUT027",3373.27810409282
"FDZ44","OUT027",3374.70331828335
"FDZ09","OUT018",2313.92036940926
"FDY03","OUT049",1950.84781844525
"NCG42","OUT017",2155.09417145448
"DRI13","OUT027",4890.81472995135
"FDQ32","OUT013",2122.71350202764
"FDW16","OUT035",1638.14478407815
"FDU27","OUT046",795.675550075083
"FDR28","OUT010",708.560488486505
"FDQ49","OUT010",667.279374952991
"FDS37","OUT046",1900.65620008942
"FDW26","OUT018",3187.97753000685
"FDX12","OUT018",3595.63317279085
"NCP06","OUT013",2405.11158985764
"FDW45","OUT010",403.27247370983
"NCN30","OUT049",1602.09418275064
"FDN24","OUT049",962.95197073253
"NCL41","OUT027",2015.83765924317
"FDR02","OUT019",-164.72817886253
"FDD09","OUT010",1012.46415646791
"FDS33","OUT010",-486.028990919659
"FDU22","OUT045",1827.90066419975
"FDI53","OUT013",2606.66612839644
"DRH01","OUT049",2852.35794544986
"FDX32","OUT013",2375.39499983959
"NCP30","OUT018",372.478611357713
"FDB60","OUT045",3046.63920921774
"FDB14","OUT049",1666.35751273931
"NCP02","OUT035",1067.08287980149
"FDJ10","OUT017",2349.61941199868
"FDG34","OUT046",1854.39674523144
"NCB18","OUT017",1496.53598787107
"FDM16","OUT049",1332.90960019023
"FDW25","OUT018",1121.61243085543
"FDB35","OUT010",-385.450929037156
"DRN11","OUT013",2284.30532064996
"FDF41","OUT019",1947.09313457471
"FDH16","OUT045",1333.4351976036
"NCQ50","OUT018",3064.27103959709
"DRH23","OUT018",633.827232019808
"DRJ37","OUT013",2427.36242090737
"DRJ24","OUT027",4338.79504581764
"FDY16","OUT035",3066.26371001355
"FDQ27","OUT045",1670.46967566993
"FDZ33","OUT045",2273.73722101032
"FDF29","OUT045",2060.0900800199
"FDA08","OUT049",2771.60174554713
"FDG31","OUT046",1086.39333884734
"FDE34","OUT019",998.242224323203
"NCR30","OUT027",2610.63004758238
"FDV33","OUT035",4262.77031560181
"DRZ24","OUT018",1624.62771819759
"NCL54","OUT035",2862.87367840062
"FDR12","OUT049",2897.19897027789
"NCC54","OUT046",3800.98368490819
"DRN59","OUT013",807.886502093131
"FDX50","OUT019",-184.267948780516
"FDV31","OUT027",4299.92486887903
"NCA29","OUT027",4169.75768705501
"FDW60","OUT049",2964.26761910139
"FDX08","OUT017",3043.95582175575
"DRD49","OUT013",3706.47967790521
"FDD33","OUT046",3676.85251912692
"FDW35","OUT013",769.504795431483
"FDJ36","OUT017",1783.04305494599
"FDV51","OUT035",2801.34027297871
"FDW36","OUT046",1716.24930298402
"FDH35","OUT046",2651.56132206054
"NCS30","OUT027",3498.95715078165
"FDN49","OUT017",785.011074333356
"FDL08","OUT018",3648.07908092607
"FDI09","OUT013",4038.17598625745
"FDP19","OUT018",1790.57268682479
"FDU21","OUT010",-1327.75570258486
"NCP41","OUT045",1667.51083181788
"FDY10","OUT013",1835.72992420385
"FDP12","OUT018",392.971470595658
"NCN26","OUT049",1936.71176163295
"FDK44","OUT013",2816.68823326045
"FDC28","OUT049",1829.9674533692
"FDJ41","OUT027",5589.59404983656
"NCT29","OUT035",2111.98903526271
"NCH42","OUT019",1684.67448563807
"FDU60","OUT018",2429.08789715129
"FDS02","OUT045",2961.52191355608
"FDC51","OUT046",1986.06222803341
"FDU03","OUT013",2965.95485664952
"FDX39","OUT045",3328.76961807908
"NCY05","OUT010",-1297.59454638951
"NCL06","OUT027",5508.30794446314
"FDD32","OUT035",1525.21703614519
"NCN41","OUT045",1890.37584411667
"NCX53","OUT049",2367.07748994773
"FDU57","OUT019",498.155261992158
"FDQ23","OUT046",1694.81881694794
"FDQ52","OUT045",3817.0087654888
"FDC14","OUT045",687.611315256818
"FDY09","OUT035",2956.31167395211
"FDQ28","OUT045",2437.56860404102
"FDV25","OUT046",3530.80593855761
"FDJ07","OUT035",2025.7916136765
"DRB25","OUT049",1774.61877109796
"FDK52","OUT019",1630.57558852881
"FDY52","OUT027",2486.04596592806
"FDB28","OUT046",3075.65397970772
"FDT36","OUT035",749.985035045322
"FDV25","OUT017",3651.70250848131
"NCN07","OUT027",3520.93760303159
"FDC57","OUT017",3245.83764712294
"FDQ03","OUT018",3503.82295203575
"FDU23","OUT017",2786.13384192578
"NCX41","OUT035",3519.7354096664
"NCD06","OUT035",874.142190224316
"FDW08","OUT045",1651.70098863906
"NCU29","OUT017",2418.78366795837
"NCE06","OUT013",2540.67455575995
"FDV52","OUT010",-42.9913589251565
"FDB02","OUT017",2991.30634320846
"NCR18","OUT045",630.74957820849
"FDK16","OUT049",1593.10371243515
"NCQ29","OUT010",2132.03726354122
"FDZ01","OUT019",-134.741163059863
"FDW27","OUT035",2654.95865188628
"FDD17","OUT018",3464.60139047802
"FDW39","OUT013",2893.20500914006
"DRH59","OUT045",1121.24453044526
"FDS52","OUT013",1660.53651189044
"FDU40","OUT027",4526.96825956167
"NCF54","OUT013",2756.96144486955
"FDH46","OUT045",1622.94778389935
"NCP14","OUT049",1708.42212425737
"FDH50","OUT049",3105.49064912329
